,name,username,description,location,followers,numberstatuses,time,tweets,wordlist,word_count,sentiment_label,sentiment_score
322,al-Nusra,al_nusra,,,350,190,9/27/2015 14:35,Aleppo: IS were able 2 kill about 35 soldiers of d SAA &amp; destruction of 2 tanks &amp; armored &amp; seize munitions after d ambush in east alsafirah,"['kill', 'munition', 'amp', 'armored', 'seize', 'ambush', 'east', 'tank', 'alsafirah', 'aleppo', 'destruction', 'able', 'soldier', 'saa']",152,NEG,0.9434706568717957
323,Kuffar Hunter 1,WhiteCat_7,Die in Rage Twitter!,,362,798,9/28/2015 9:08,War against #IS a proven failure https://t.co/Gd5I0nIqUD,"['proven', '', 'failure', 'war']",56,NEG,0.9305662512779236
324,Kuffar Hunter 1,WhiteCat_7,Die in Rage Twitter!,,362,798,9/28/2015 9:09,Can they stop Al Shabab??? Nah! https://t.co/Alst92hLh8,"['stop', 'nah', 'shabab', 'al']",55,NEG,0.6127994656562805
325,Kuffar Hunter 1,WhiteCat_7,Die in Rage Twitter!,,362,798,9/28/2015 9:10,"RT @doammuslims: #Palestine - Israeli Zionists watching #MasjidalAqsa burning and #Ummah is sleeping!

#Islam #Israel http://t.co/s4BWFOH3o2","['sleeping#islam', '', 'zionist', 'watching', 'burning', 'israeli', 'doammuslims']",140,NEG,0.9369933009147644
327,al-Nusra,al_nusra,,,350,190,9/28/2015 11:55,URGENNTTTT! #IS shot down Safavid regime helicopter west of the city of Tikrit. Mandate of Salah al-Din IRAQ,"['', 'salah', 'iraq', 'city', 'safavid', 'helicopter', 'aldin', 'urgenntttt', 'shot', 'regime', 'mandate', 'west', 'tikrit']",108,NEG,0.5838211178779602
328,al-Nusra,al_nusra,,,350,190,9/28/2015 12:03,"Mandate of Fallujah
#IS destroyed a Humvee belonging to the Safavid army with a weapon (12.5) mm northeast of Fallujah #IRAQ","['', 'destroyed', 'safavid', 'humvee', 'northeast', 'weapon', 'fallujah#is', 'mm', 'army', 'mandate', 'fallujah', 'belonging']",124,NEG,0.795703113079071
330,al-Nusra,al_nusra,,,350,190,9/29/2015 8:39,Baghdad: detonated a Bomb in Saadoun Street in the central of Baghdad which led to the killing and wounding of more than 20 shia terrorist,"['wounding', 'shia', 'led', 'killing', 'bomb', 'saadoun', 'baghdad', 'terrorist', 'detonated', 'central', 'street']",138,NEG,0.9682944416999817
331,al-Nusra,al_nusra,,,350,190,9/29/2015 11:27,"Mandate North Baghdad: #IS soldiers clash with Rafidya military force and killed 6 of them, including the deputy commander of Brigade 22","['brigade', '', 'commander', 'including', 'killed', 'deputy', 'rafidya', 'north', 'clash', 'baghdad', 'force', 'mandate', 'soldier', 'military']",136,NEG,0.9000189900398254
332,War Reporter,warreporter2,"Reporting, analysing and discussing conflicts and terrorist movements, with a focus primarily on MENA","München, Deutschland",130,656,9/29/2015 14:21,@hxhassan  You apostate how many re tweets did your tweets get ? you are a liar and the Islamic project is winning in Syria oh murtadeen,"['get', 'oh', 'apostate', 'liar', 'many', 'winning', 'hxhassan', 'syria', 'islamic', 'murtadeen', 'tweet', 'project']",136,NEG,0.962605893611908
337,al-Nusra,al_nusra,,,350,190,9/30/2015 10:52,"capture more than 60 soldiers of SAA including 4 Russians,destruction of 2 tanks near d village alSalhiyeh in d c'side of alsafirah ALEPPO","['russiansdestruction', 'including', 'near', 'alsalhiyeh', 'alsafirah', 'tank', 'capture', 'village', 'cside', 'aleppo', 'soldier', 'saa']",138,NEG,0.9494706988334656
349,al-Nusra,al_nusra,,,350,190,10/1/2015 15:09,🔴URGENT | #HOMS IS managed killing 4 soldiers of the Syrian regime forces they were ambushed on the road (Homs-Palmyra),"['', 'syrian', 'urgent', 'killing', 'managed', 'homspalmyra', 'regime', 'force', 'soldier', 'ambushed', 'road']",119,NEG,0.9727426767349243
351,al-Nusra,al_nusra,,,350,190,10/1/2015 15:13,#Anbar IS managed 2 kill 23 of d iraqi army &amp; d destruction of 5 military vehicles in an IED ambush on d road btwn alBaghdadi base &amp; kilo160,"['kill', '', 'kilo', 'amp', 'destruction', 'ied', 'vehicle', 'ambush', 'managed', 'btwn', 'iraqi', 'army', 'base', 'albaghdadi', 'military', 'road']",148,NEG,0.9477875828742981
360,al-Nusra,al_nusra,,,350,190,10/4/2015 11:19,Deir ezzor: More than 30 syrian regime forces have been killed in addition to 40 injured &amp; 15 missing in the past 3days battles with the IS,"['deir', 'syrian', 'killed', 'amp', 'day', 'injured', 'past', 'ezzor', 'addition', 'regime', 'force', 'battle', 'missing']",143,NEG,0.9691276550292969
363,al-Nusra,al_nusra,,,350,190,10/4/2015 13:40,@OoOHarray @HadiAlabdallah wow tough keyboard warrior using foul language. It's taking u 60 nations to fight ISIS and u still can't.BAQIYAH,"['tough', 'keyboard', 'fight', 'taking', 'hadialabdallah', 'warrior', 'wow', 'cantbaqiyah', 'oooharray', 'language', 'isi', 'still', 'nation', 'using', 'foul', 'u']",139,NEG,0.9620652794837952
365,al-Nusra,al_nusra,,,350,190,10/5/2015 11:13,"destruction of a Abrams tank &amp; minesweeper &amp; a bulldozer to d iraqi army after being targeted with IEDs near Olympic Stadium, west of Ramadi","['abrams', 'near', 'amp', 'ied', 'olympic', 'stadium', 'tank', 'iraqi', 'ramadi', 'bulldozer', 'army', 'destruction', 'minesweeper', 'targeted', 'west']",148,NEG,0.8765498995780945
369,al-Nusra,al_nusra,,,350,190,10/5/2015 11:40,Lebanon | bomb explosion on the internal road in Chtaura targeted a van of the terrorist group hezbulshaytain as it was heading to Syria,"['group', 'bomb', 'van', 'heading', 'internal', 'chtaura', 'hezbulshaytain', 'syria', 'terrorist', 'lebanon', 'targeted', 'explosion', 'road']",136,NEG,0.9262412190437317
372,Abu Hanzalah,abuhanzalah10,''Fighting has Just begun'',,128,47,10/5/2015 13:06,RT @RamiAlLolah: More cluster bombs being thrown on civilians in #Syria by #Russia|n jets.. http://t.co/BxWBCNjJCA,"['', 'civilian', 'cluster', 'bomb', 'thrown', 'ramiallolah', 'jet']",114,NEG,0.9604085683822632
377,al-Nusra,al_nusra,,,350,190,10/5/2015 13:13,🔴URGENT CONFIRMED NEWS: #Syria Damascus: assadi  regime aircraft has been shot down in the eastern Ghouta,"['news', '', 'urgent', 'assadi', 'confirmed', 'ghouta', 'damascus', 'shot', 'aircraft', 'regime', 'eastern']",105,NEG,0.8767490983009338
379,al-Nusra,al_nusra,,,350,190,10/5/2015 13:18,BREAKING! Video: The downing of a warplane in the eastern Ghouta http://t.co/jXGDF3XSVp,"['video', 'breaking', 'ghouta', 'downing', 'eastern', 'warplane']",87,NEG,0.5510236024856567
380,Abu Hanzalah,abuhanzalah10,''Fighting has Just begun'',,128,47,10/5/2015 13:19,"Allah destroyed the concept of Nationalism 1400 years ago. 

""The believers are but a single brotherhood.""

 Surah Al-Hujurat, Ayah 10","['concept', 'destroyed', 'nationalism', 'ago', 'year', 'brotherhood', 'allah', 'believer', 'single', 'ayah', 'alhujurat', 'surah']",134,NEG,0.7933365106582642
395,Abu Hanzalah,abuhanzalah10,''Fighting has Just begun'',,128,47,10/6/2015 21:40,"RT @HK2307: Three of the #IS suicide bombers who attacked the military HQ &amp; Al-Qasr hotel in #Aden today are from #Yemen 
http://t.co/DSfbU…","['', 'three', 'hk', 'amp', 'hotel', 'hq', 'suicide', 'today', 'alqasr', 'bomber', 'military', 'attacked']",144,NEG,0.9677533507347107
396,Abu Hanzalah,abuhanzalah10,''Fighting has Just begun'',,128,47,10/6/2015 22:07,"#Saudi Council of Senior Scholars ""calls upon the Islamic nation to do everything in its power to support oppressed &amp; Mujahideen in #Syria.","['', 'mujahideen', 'senior', 'amp', 'council', 'scholar', 'call', 'everything', 'power', 'oppressed', 'islamic', 'support', 'nation', 'upon']",143,NEG,0.7921149134635925
401,Abu Hanzalah,abuhanzalah10,''Fighting has Just begun'',,128,47,10/7/2015 22:01,RT @RamiAlLolah: Two entire families were killed in #Russia|n bombardment on east #Palmyra.. Bodies were found today.. #Syria https://t.co/…,"['', 'found', 'killed', 'two', 'east', 'today', 'entire', 'ramiallolah', 'body', 'family', 'bombardment']",140,NEG,0.9709600210189819
402,Abu Hanzalah,abuhanzalah10,''Fighting has Just begun'',,128,47,10/7/2015 22:04,"RT @markito0171: #Syria Reports of massacre by #Russia' airstrike on market in #IS-hold town of al-Bab. More than 100 people killed
http://…","['albab', '', 'airstrike', 'town', 'people', 'markito', 'massacre', 'report', 'market', 'killedhttp']",140,NEG,0.9702064990997314
407,Abu Hanzalah,abuhanzalah10,''Fighting has Just begun'',,128,47,10/8/2015 20:52,RT @RamiAlLolah: #ISIS reportedly shot down an #Assad army helicopter in #Homs. Pilot is reportedly captured.. #Syria,"['', 'reportedly', 'pilot', 'helicopter', 'captured', 'shot', 'ramiallolah', 'army']",117,NEG,0.8853838443756104
408,al-Nusra,al_nusra,,,350,190,10/9/2015 12:39,syrian regime had a gr8 surprise this morning by IS in DeirEzzor military airport a martyrdom OP claimed dozens of dead from d Syrian regime,"['martyrdom', 'syrian', 'gr', 'morning', 'claimed', 'surprise', 'dead', 'deirezzor', 'regime', 'op', 'airport', 'dozen', 'military']",140,NEG,0.9651029109954834
414,al-Nusra,al_nusra,,,350,190,10/9/2015 14:26,Tehran confirms death of General (Hussein Hamdani) in an ambush of the Islamic State in #aleppo #syria http://t.co/GfGsVKxp80,"['', 'general', 'hamdani', 'death', 'ambush', 'islamic', 'confirms', 'hussein', 'tehran', 'state']",125,NEG,0.7796987891197205
418,The Witnesser,Bajwa47online,"The Dust Will Never Settle Down  
                   
                                                   
(Abu Talhah)",,427,1953,10/11/2015 12:42,RT @RamiAlLolah: LOOOOL @ Convoy..!! #AFP: #Iraq|i air forces targeted the Caliph al-Baghdadi's convoy in #Anbar.. #ISIS,"['', 'caliph', 'looool', 'air', 'convoy', 'ramiallolah', 'albaghdadis', 'force', 'targeted']",120,NEG,0.8602577447891235
419,The Witnesser,Bajwa47online,"The Dust Will Never Settle Down  
                   
                                                   
(Abu Talhah)",,427,1953,10/11/2015 12:44,RT @BasMirnes: Next time you complain that there is nothing to eat. http://t.co/zPuyPDiaTN,"['time', 'next', 'nothing', 'eat', 'complain', 'basmirnes']",90,NEG,0.8665967583656311
420,al-Nusra,al_nusra,,,350,190,10/11/2015 12:47,DeirEzzor | Violent clashes between IS &amp; syrian regime in d town of Jufrah &amp; the airport perimeter &amp; 36 syrian soldiers have been killed,"['violent', 'town', 'syrian', 'killed', 'amp', 'jufrah', 'perimeter', 'deirezzor', 'clash', 'regime', 'airport', 'soldier']",148,NEG,0.9684122800827026
423,War Reporter,warreporter2,"Reporting, analysing and discussing conflicts and terrorist movements, with a focus primarily on MENA","München, Deutschland",130,656,10/11/2015 12:57,@jsiwat Your jihad is for the sake of America oyu bastard not for Allah,"['sake', 'bastard', 'america', 'oyu', 'allah', 'jihad', 'jsiwat']",71,NEG,0.980107843875885
425,The Witnesser,Bajwa47online,"The Dust Will Never Settle Down  
                   
                                                   
(Abu Talhah)",,427,1953,10/11/2015 16:29,RT @RamiAlLolah: Meanwhile; #ISIS fighters after the news their Caliph reportedly killed in #Iraq|i army bombardment in #Anbar.. http://t.c…,"['news', '', 'caliph', 'reportedly', 'killed', 'fighter', 'ramiallolah', 'meanwhile', 'army', 'bombardment']",140,NEG,0.9415362477302551
427,The Witnesser,Bajwa47online,"The Dust Will Never Settle Down  
                   
                                                   
(Abu Talhah)",,427,1953,10/12/2015 15:50,RT @Belalmd12: Sometimes Israeli snipers use these bullets against Palestinian protesters. Imagine the damage this does to a body! http://t…,"['palestinian', 'body', 'imagine', 'protester', 'sniper', 'israeli', 'sometimes', 'damage', 'belalmd', 'bullet', 'use']",140,NEG,0.8425464630126953
430,The Witnesser,Bajwa47online,"The Dust Will Never Settle Down  
                   
                                                   
(Abu Talhah)",,427,1953,10/14/2015 15:53,"RT @almuwahideen__: The Khawarij fought and killed for the Hukm of Allah, with sincerity, devotion, and certainty in their path. Ya subhan …","['hukm', 'sincerity', 'devotion', 'fought', 'killed', 'ya', 'khawarij', 'subhan', 'allah', 'certainty', 'almuwahideen', 'path']",140,NEG,0.9327378869056702
433,Kuffar Hunter 1,WhiteCat_7,Die in Rage Twitter!,,362,798,10/14/2015 17:28,"1 Filipina,Canadians and Norwegian hostages held by #IS Soldiers from Jolo island,Mindanao Philippines. http://t.co/Du0aBZ9Q7R","['', 'jolo', 'held', 'islandmindanao', 'norwegian', 'philippine', 'filipinacanadians', 'hostage', 'soldier']",126,NEG,0.9306878447532654
434,Kuffar Hunter 1,WhiteCat_7,Die in Rage Twitter!,,362,798,10/14/2015 17:35,"New photos of #IS Soldiers from Jolo island,Mindanao Philipines.hostages be killed if demands not meet http://t.co/H9ZKVJHpUo","['photo', '', 'demand', 'killed', 'meet', 'jolo', 'islandmindanao', 'new', 'philipineshostages', 'soldier']",125,NEG,0.8383409380912781
436,al-Nusra,al_nusra,,,350,190,10/15/2015 13:19,URGENT! Killed 5 Iraqi soldiers in an attack on their site by detonating an explosive device in Northern Tarmiya area #Baghdad,"['', 'site', 'area', 'urgent', 'killed', 'explosive', 'attack', 'northern', 'device', 'iraqi', 'detonating', 'tarmiya', 'soldier']",126,NEG,0.9249351024627686
440,The Witnesser,Bajwa47online,"The Dust Will Never Settle Down  
                   
                                                   
(Abu Talhah)",,427,1953,10/16/2015 17:28,RT @RamiAlLolah: First #video of attack in #Sihat east #Saudi. Gun fire opened at a Shiite mosque a while ago. Casualties unknown.. http://…,"['', 'first', 'http', 'gun', 'ago', 'unknown', 'shiite', 'east', 'attack', 'fire', 'ramiallolah', 'mosque', 'casualty', 'opened']",140,NEG,0.7110233306884766
447,Kuffar Hunter 1,WhiteCat_7,Die in Rage Twitter!,,362,798,10/17/2015 16:14,"RT @anjemchoudary: Promises of Allah of things to come:

Defeat of occupying Jews
Conquest of Rome
Conquest of the White House
Domination o…","['jewsconquest', 'anjemchoudary', 'occupying', 'housedomination', 'allah', 'promise', 'comedefeat', 'thing', 'romeconquest', 'white']",140,NEG,0.6894879937171936
449,al-Nusra,al_nusra,,,350,190,10/18/2015 13:23,killed 65 soldiers &amp; wounded dozens during battles south &amp; west of Ramadi with d destruction of a number of vehicles during d past 2 days,"['wounded', 'west', 'killed', 'amp', 'day', 'vehicle', 'past', 'ramadi', 'south', 'battle', 'destruction', 'dozen', 'soldier', 'number']",145,NEG,0.9475390911102295
451,al-Nusra,al_nusra,,,350,190,10/18/2015 13:27,🔴URGENT | #Salahaldin| killed the Reporter of the shia channel (El Ahd) in the city #baiji by fighters of IS #iraq http://t.co/1qjWqBqqEU,"['', 'channel', 'city', 'urgent', 'killed', 'el', 'shia', 'reporter', 'fighter', 'ahd']",137,NEG,0.9374291300773621
454,al-Nusra,al_nusra,,,350,190,10/18/2015 13:42,"Mandate of aleppo (halab)
10 ton bomb hit the Nusayris in Tel naam area this morning http://t.co/GULg5PqB8j","['ton', 'area', 'hit', 'nusayris', 'morning', 'bomb', 'tel', 'aleppo', 'halab', 'naam', 'mandate']",107,NEG,0.7280599474906921
455,al-Nusra,al_nusra,,,350,190,10/18/2015 13:44,"The Media Office Of
 #WilayatNinawa
But  if  you  return [to  sin],  We  will  return [to punishment].
http://t.co/fy6zz19xRv","['', 'sin', 'office', 'punishment', 'medium', 'return']",125,NEG,0.7126984596252441
457,al-Nusra,al_nusra,,,350,190,10/19/2015 0:41,🔴IMPORTANT #Anbar | the Iraqi army lost dozens of soldiers in a failed attack on IS positions #west of Ramadi,"['', 'dozen', 'attack', 'ramadi', 'position', 'failed', 'iraqi', 'army', 'lost', 'soldier', 'important']",109,NEG,0.9447777271270752
459,al-Nusra,al_nusra,,,350,190,10/19/2015 13:41,"Damaged 2 tanks, a cannon 23 &amp; a bulldozer belonging to the Syrian army with anti-tank missiles in the village of Tal Naam-East Aleppo by IS","['missile', 'syrian', 'amp', 'tank', 'cannon', 'antitank', 'bulldozer', 'village', 'tal', 'aleppo', 'damaged', 'naameast', 'army', 'belonging']",144,NEG,0.9288882613182068
462,al-Nusra,al_nusra,,,350,190,10/19/2015 23:21,#Kirkuk | Killing and wounding dozens of Iraqi army and shia militias by trying to advance on the alfathiyeh area in Kirkuk,"['militia', '', 'alfathiyeh', 'wounding', 'area', 'advance', 'shia', 'killing', 'kirkuk', 'trying', 'iraqi', 'army', 'dozen']",123,NEG,0.9470973610877991
464,al-Nusra,al_nusra,,,350,190,10/20/2015 7:11,Killed 6 and injured 14 of the Peshmerga in rocket bombardment that was carried out by fighters of IS on their sites northeast of Tal Afar,"['carried', 'killed', 'rocket', 'northeast', 'injured', 'tal', 'fighter', 'afar', 'site', 'peshmerga', 'bombardment']",138,NEG,0.9499945044517517
473,The Witnesser,Bajwa47online,"The Dust Will Never Settle Down  
                   
                                                   
(Abu Talhah)",,427,1953,10/22/2015 13:47,"AmaqAgency
The #syrian regime aircraft carried out two raids Alabab city in the countryside east of #Aleppo leaving one dead and 6 wounded.","['', 'alabab', 'carried', 'city', 'one', 'wounded', 'two', 'raid', 'countryside', 'east', 'dead', 'aircraft', 'regime', 'amaqagencythe', 'leaving']",139,NEG,0.8185263276100159
477,Kuffar Hunter 1,WhiteCat_7,Die in Rage Twitter!,,362,798,10/23/2015 4:51,RT @RamiAlLolah: This tweet is for the (but #Russia is not bombing #ISIS) revolutionaries.. Happy now you fucking bastards?! #Syria https:/…,"['fucking', 'bombing', '', 'bastard', 'happy', 'revolutionary', 'ramiallolah', 'tweet']",140,NEG,0.9800405502319336
481,Kuffar Hunter 1,WhiteCat_7,Die in Rage Twitter!,,362,798,10/23/2015 4:53,"RT @markito0171: #Syria Report from Jaish al Fatah assault toward #Hama city 
https://t.co/EFMyzKqj02 https://t.co/IQapqjvI6g","['', 'fatah', 'city', 'toward', 'assault', 'al', 'markito', 'report', 'jaish']",125,NEG,0.5960996150970459
485,The Witnesser,Bajwa47online,"The Dust Will Never Settle Down  
                   
                                                   
(Abu Talhah)",,427,1953,10/24/2015 4:22,"RT @IsraelHatzolah: SHOCKING: ISIS release hebrew video saying ""Not 1 Jew will remain in Jerusalem or across Israel &amp; we'll kill all"" https…","['israel', 'release', 'jew', 'across', 'kill', 'shocking', 'amp', 'israelhatzolah', 'video', 'hebrew', 'isi', 'remain', 'well', 'saying', 'jerusalem']",144,NEG,0.9336379170417786
491,The Witnesser,Bajwa47online,"The Dust Will Never Settle Down  
                   
                                                   
(Abu Talhah)",,427,1953,10/25/2015 6:20,"🔻▪🔻

#Photoreport
#IslamicState
#WilayatArRaqqah

📷| Repairing muslim homes that were bombed by Russian warpalanes https://t.co/fdEfFTt2Cq","['', 'warpalanes', 'russian', 'home', 'repairing', 'muslim', 'bombed']",138,NEG,0.9615776538848877
492,The Witnesser,Bajwa47online,"The Dust Will Never Settle Down  
                   
                                                   
(Abu Talhah)",,427,1953,10/25/2015 7:06,@AFP shiites=non-muslims=no Ashura,"['shiitesnonmuslimsno', 'afp', 'ashura']",34,NEG,0.9714844822883606
493,The Witnesser,Bajwa47online,"The Dust Will Never Settle Down  
                   
                                                   
(Abu Talhah)",,427,1953,10/25/2015 7:17,RT @finriswolf: #Putin just before downing 'wanna-be ISIS Arab Israeli' with karate chop to the face in hang-glider duel over Syria https:/…,"['', 'finriswolf', 'isi', 'wannabe', 'downing', 'israeli', 'karate', 'syria', 'duel', 'chop', 'arab', 'face', 'hangglider']",140,NEG,0.8024898767471313
